27,15,83,29,4,41,31,36,23,40,55,42,77,22,22,34,72,56,81,34,44,79,81,64,2,2,61,32,88,54,74,2,67,62,64,20,46,87,26,79,21,9,29,1,74,3,12,59,27,8,87,72,53,26,83,82,42,93,26,29,34,53,85,44
89,54,2,7,75,66,12,20,14,42,9,22,38,77,82,96,48,31,44,45,46,89,10,66,36,78,61,81,97,34,41,54,37,45,29,9,84,38,26,24,20,1,43,36,81,92,41,84,38,98,16,42,12,16,99,21,88,43,23,16,31,70,91,6
34,11,2,83,38,34,18,58,82,69,89,88,77,27,17,81,64,16,39,40,43,65,75,60,61,3,27,56,41,33,3,92,77,87,66,32,94,82,94,78,65,60,14,38,11,34,14,74,0,21,84,82,27,98,97,4,47,35,61,44,41,50,81,28
68,25,28,73,91,7,23,33,78,15,69,54,29,87,51,70,32,49,50,84,4,87,69,70,33,11,92,4,95,88,71,13,53,61,52,89,85,94,20,85,99,29,38,33,44,23,40,96,97,84,43,60,53,5,74,13,38,67,45,29,43,56,9,67
86,24,12,90,68,30,37,26,14,21,59,94,64,85,73,4,51,25,37,16,31,49,58,45,30,20,40,97,30,88,16,30,48,15,20,46,50,63,43,76,58,63,83,70,29,74,29,74,39,30,35,95,38,84,66,8,62,68,14,44,13,79,29,85
79,65,8,52,88,54,52,88,91,22,14,19,5,90,7,36,10,26,64,2,50,41,49,18,17,1,7,92,15,65,70,89,23,2,38,60,24,28,11,26,9,94,0,69,16,78,19,88,23,6,76,9,68,14,95,92,22,5,16,11,29,11,76,57
63,46,38,52,2,6,96,65,74,63,50,33,89,25,97,75,10,30,13,57,41,23,41,46,70,48,87,36,40,35,77,17,97,86,79,10,93,38,0,66,46,94,9,96,6,22,59,2,76,64,69,54,88,47,42,33,99,13,94,36,50,88,56,15
62,93,74,41,31,9,46,45,50,54,15,40,4,68,22,75,73,37,52,83,43,76,78,26,80,85,66,14,21,92,6,17,98,83,61,85,57,3,6,15,71,78,56,68,22,46,61,6,10,27,44,12,25,93,82,68,99,20,45,96,52,90,56,65
12,19,36,36,36,15,9,77,48,88,14,30,11,24,17,65,63,49,54,64,20,47,83,62,27,9,73,71,21,26,7,54,98,87,79,37,45,37,22,21,92,54,87,21,74,62,65,23,3,21,84,1,65,32,97,6,87,57,50,50,59,64,67,6
90,42,28,64,29,20,32,52,91,3,42,24,39,81,67,90,42,82,63,92,71,2,94,83,2,19,7,92,94,57,48,89,34,47,78,91,52,51,67,91,48,58,19,82,66,35,53,57,70,95,18,19,43,33,20,12,67,13,77,96,20,17,31,12
34,6,10,99,24,15,91,77,42,16,38,89,66,82,46,68,9,35,76,50,61,47,32,17,5,24,24,99,25,12,36,11,28,57,60,99,89,56,58,33,90,71,29,57,68,91,92,74,11,2,97,45,39,25,28,84,35,30,69,40,94,31,94,81
89,92,63,83,73,15,63,21,61,8,53,99,54,12,42,4,53,84,80,85,41,2,77,95,2,83,84,95,98,98,44,40,83,13,95,57,93,35,37,20,94,95,59,88,51,41,27,84,56,95,42,1,73,46,46,28,19,47,25,83,8,27,40,12
82,23,42,53,13,21,9,82,26,55,2,38,28,70,93,59,90,83,23,60,78,66,1,73,81,87,35,8,55,56,89,99,21,0,96,22,17,86,37,27,32,84,55,37,72,68,8,28,15,40,31,8,81,95,46,8,2,71,12,94,64,1,23,75
59,67,83,33,14,68,25,89,59,79,61,80,49,75,84,3,77,56,57,20,7,86,93,8,33,29,56,62,62,32,4,41,27,25,56,90,51,52,35,89,86,6,39,7,4,11,52,87,27,80,47,22,48,72,20,24,1,16,47,42,47,27,40,58
41,70,54,30,1,55,5,64,4,7,96,15,46,63,16,80,50,42,24,44,43,92,71,69,98,50,99,88,2,69,49,14,38,29,10,46,54,57,15,72,32,18,69,30,37,25,91,72,81,83,24,81,29,84,96,34,41,99,38,15,54,54,41,79
33,14,53,34,1,43,72,70,24,37,56,27,24,45,36,73,59,59,12,27,2,37,44,28,21,86,33,90,90,17,47,78,74,0,86,56,47,79,62,28,46,70,85,23,75,60,80,56,82,63,23,38,44,48,28,10,97,10,33,89,51,17,56,84
34,13,37,48,73,31,69,57,95,64,91,9,31,43,76,35,82,84,79,97,53,73,93,24,5,28,58,66,69,75,60,97,32,60,91,71,5,89,25,75,16,86,43,35,0,63,81,79,24,25,56,83,93,63,95,72,57,62,58,68,83,35,12,27
84,37,45,4,70,47,82,0,29,4,13,68,86,72,86,10,21,5,33,36,87,12,25,38,76,79,77,55,36,99,12,25,11,61,0,37,99,97,3,5,39,83,39,71,82,85,33,75,82,49,74,45,30,82,30,75,60,76,88,29,74,71,83,80
31,0,41,79,84,9,7,15,3,53,28,92,48,33,9,3,58,46,42,29,12,60,68,52,91,73,31,9,48,82,34,25,88,82,48,79,55,35,94,99,52,50,91,68,77,50,63,81,83,14,97,32,75,76,49,84,5,63,43,34,70,4,27,89
10,13,57,35,13,81,80,60,84,20,40,27,86,97,25,70,89,98,62,4,7,13,1,17,40,53,45,7,33,96,22,38,93,1,73,39,95,9,47,19,55,47,46,87,4,44,96,44,60,49,67,58,94,1,50,64,53,61,81,50,23,90,34,72
45,36,3,28,30,20,5,21,84,86,8,8,96,93,17,32,14,94,16,57,19,85,83,99,85,83,76,93,48,3,11,15,73,62,75,0,62,88,18,93,18,53,92,8,50,97,84,42,71,14,77,23,18,3,83,99,8,14,74,26,27,4,75,47
27,18,49,5,81,71,15,53,86,33,58,75,28,53,36,53,60,62,58,47,16,89,32,19,32,70,81,37,62,61,34,70,54,75,86,95,76,10,43,74,64,63,11,5,41,0,24,21,55,58,74,76,71,54,79,88,53,23,13,15,91,3,9,47
97,67,90,92,5,33,45,12,41,0,28,88,40,31,99,46,14,54,70,19,15,79,53,3,80,28,24,63,87,87,27,24,61,77,98,4,33,89,76,87,16,19,4,76,17,78,77,62,22,52,87,34,42,74,88,32,93,0,77,26,47,35,48,81
68,8,71,21,15,18,35,11,45,65,56,24,48,41,44,59,15,21,39,70,83,49,83,0,2,45,65,65,31,24,25,87,28,61,37,36,88,58,88,14,16,99,17,89,2,62,84,61,3,77,94,29,63,72,59,48,62,80,35,70,74,25,25,18
25,93,12,9,80,60,89,13,43,74,52,59,8,26,27,14,83,93,12,48,6,50,68,80,92,73,87,80,80,61,88,65,86,24,85,39,47,98,94,85,14,20,40,46,85,85,49,45,73,18,28,83,35,65,20,86,50,42,53,37,49,79,51,92
64,81,34,61,27,4,34,77,79,32,93,80,61,47,30,83,47,49,9,9,96,31,82,55,91,31,76,78,70,58,28,49,72,14,18,29,86,81,46,30,15,53,43,51,69,3,5,88,77,81,69,14,77,5,56,15,5,83,58,60,57,45,50,56
49,35,91,82,49,75,15,43,62,9,33,59,68,52,79,3,30,91,19,94,4,72,61,5,54,44,19,75,51,7,22,5,43,96,78,80,27,12,39,18,39,82,15,41,78,84,48,27,94,79,51,11,87,13,2,82,55,2,28,5,40,81,98,82
15,84,54,94,33,25,74,91,63,23,46,85,27,83,26,43,52,85,82,92,20,82,66,99,95,13,4,53,24,20,48,74,45,11,22,25,66,70,14,8,69,79,9,0,20,77,80,99,15,15,64,22,15,48,90,13,9,33,6,26,25,2,19,65
57,62,26,65,59,16,34,68,44,77,72,13,19,82,1,97,19,39,58,15,20,23,85,65,85,85,83,9,90,83,53,58,98,26,52,13,83,73,39,71,66,10,41,44,31,66,2,57,85,55,12,22,68,96,75,51,26,78,67,54,15,23,8,80
78,56,76,50,31,24,63,90,22,13,27,3,46,21,9,61,86,49,91,13,36,3,18,15,7,14,94,98,21,38,42,32,8,7,51,71,7,84,53,13,90,44,34,62,11,61,38,48,88,8,32,11,23,62,83,76,63,8,34,78,94,57,93,85
61,25,93,54,33,59,60,33,1,77,79,19,0,15,56,26,42,23,28,96,42,8,8,63,13,15,13,25,30,96,86,78,41,64,44,67,13,57,68,72,74,15,75,12,81,44,49,9,66,23,2,4,92,99,91,38,57,48,62,76,75,2,55,96
60,92,52,89,1,50,95,63,77,2,19,82,93,62,8,47,84,59,20,94,7,28,44,61,63,5,66,80,89,31,42,19,24,1,90,19,88,81,57,77,84,36,39,8,14,58,34,1,15,71,45,99,28,55,75,26,6,21,2,36,11,44,60,69
94,6,51,81,14,39,85,66,68,10,46,82,21,53,93,95,44,39,53,82,24,30,63,74,6,26,82,74,45,10,17,0,66,65,0,73,62,35,93,30,59,59,9,4,17,58,3,2,51,21,95,88,6,53,45,95,48,8,2,46,90,89,22,77
70,33,54,64,73,35,27,74,81,65,39,37,58,22,83,6,58,50,74,9,46,93,6,76,76,21,33,3,63,34,1,7,7,75,5,24,57,72,54,68,98,24,17,0,61,92,49,48,39,80,29,65,30,23,3,34,81,52,16,84,86,21,95,75
94,62,72,77,34,53,71,55,58,76,12,36,78,55,30,60,31,70,93,95,32,3,39,32,15,75,79,19,56,52,87,92,23,64,12,5,89,61,90,77,20,84,3,16,16,55,52,98,37,85,49,11,13,26,12,35,49,93,50,25,8,44,18,83
84,66,68,34,32,31,51,63,85,91,46,79,31,92,44,44,87,31,28,42,86,59,7,31,3,83,87,51,41,79,13,73,44,25,43,96,72,30,87,94,52,57,32,37,76,26,52,78,33,55,53,74,47,39,44,40,91,61,53,10,92,62,71,54
38,32,39,41,86,85,5,54,24,91,24,12,81,61,94,53,79,11,39,23,90,17,68,38,44,25,10,58,46,31,3,11,61,45,4,61,36,83,76,30,11,80,97,65,95,13,25,81,45,94,91,22,5,66,64,76,68,82,20,54,39,24,28,44
44,77,31,58,70,10,26,28,93,67,3,49,61,33,30,81,14,23,83,91,32,12,85,59,29,66,11,93,84,67,73,17,74,58,0,95,34,68,78,37,29,48,83,34,40,86,40,67,15,49,34,97,0,77,26,95,87,78,53,8,90,6,45,22
42,39,53,92,28,59,28,66,89,66,9,20,92,63,61,26,21,63,24,64,16,13,22,46,20,16,40,13,84,24,77,2,15,86,14,5,77,35,43,70,75,36,56,75,3,13,72,33,94,43,73,51,5,93,36,45,18,44,19,48,65,69,31,73
98,31,8,6,60,55,59,69,41,75,8,47,83,25,23,39,48,99,4,85,29,91,46,60,66,32,73,76,2,33,14,84,11,23,17,51,51,28,30,1,43,42,66,49,12,86,82,77,10,59,33,61,12,33,36,77,99,49,8,15,52,15,27,68
75,33,97,38,28,98,84,46,36,56,61,93,84,71,14,66,26,70,75,12,27,92,73,55,97,13,3,4,97,70,43,12,58,5,89,85,67,69,81,66,10,77,52,69,89,61,24,65,47,2,89,99,81,28,79,19,6,41,71,73,40,38,20,34
22,80,32,84,98,28,51,90,9,10,69,67,46,39,83,41,31,81,79,3,87,66,49,73,94,34,15,50,96,57,41,65,87,50,42,34,38,26,64,63,2,68,32,64,69,67,45,29,20,75,62,15,23,65,87,84,21,74,35,34,70,84,88,9
89,64,34,95,49,59,19,57,52,80,33,35,23,49,94,94,90,66,84,22,59,13,95,78,54,11,34,69,22,68,1,11,54,56,31,31,87,12,79,53,64,52,70,79,59,60,34,81,93,38,8,60,88,93,5,63,41,59,60,87,93,20,96,84
42,17,65,8,3,25,41,81,79,36,41,71,64,74,91,18,72,55,13,62,16,57,5,20,69,50,48,88,65,62,12,29,70,13,71,60,78,36,88,21,11,75,75,18,32,23,54,25,56,2,97,20,43,72,43,34,44,56,33,82,18,44,77,74
49,57,25,44,29,20,69,56,12,33,99,17,5,12,63,60,39,90,93,1,34,4,80,63,26,2,72,46,38,70,80,11,58,6,26,63,23,77,32,52,63,52,24,14,59,70,97,82,59,43,4,59,90,29,57,58,43,31,72,88,98,10,73,91
55,37,79,38,49,30,85,64,4,37,22,70,45,43,76,0,6,45,88,93,69,54,37,27,52,95,19,93,34,48,99,92,18,95,51,84,53,34,76,43,37,96,65,41,26,51,32,72,51,41,2,15,92,64,55,47,47,16,48,2,19,57,91,53
25,74,29,77,17,19,74,21,30,34,11,61,9,68,47,20,19,16,98,58,20,35,64,76,74,11,81,33,15,33,77,49,4,66,88,56,55,0,49,10,50,5,26,1,33,41,70,79,42,10,92,62,66,14,2,2,96,48,26,74,55,46,85,78
46,44,23,63,6,27,67,27,30,38,10,14,33,92,89,1,13,36,9,22,27,53,42,92,93,3,88,62,16,90,35,3,77,52,78,73,46,70,22,37,75,76,88,42,2,0,62,76,79,82,72,91,9,78,0,23,3,57,62,34,9,28,9,40
66,68,85,52,18,89,83,96,70,47,58,16,43,85,47,55,33,55,44,46,99,20,44,87,3,88,98,19,83,98,99,42,82,78,79,11,59,21,64,67,50,7,58,44,67,27,94,20,81,7,4,59,64,83,2,44,90,73,38,81,86,82,63,59
71,84,58,64,90,46,34,75,18,71,20,61,88,26,32,58,9,81,55,29,68,79,99,87,57,69,23,45,37,34,54,91,77,96,47,72,36,72,14,90,87,64,66,83,26,96,10,54,23,37,20,4,27,99,96,70,25,67,53,27,73,47,30,91
84,32,92,71,17,44,42,4,98,40,98,50,50,22,53,8,32,57,55,83,70,6,59,54,37,71,75,5,93,99,29,96,89,71,70,60,24,50,15,41,41,95,20,84,39,25,32,24,17,1,9,74,62,49,93,34,86,11,1,66,21,48,40,16
37,79,31,21,72,21,14,94,37,94,73,4,40,77,31,64,91,20,72,89,73,82,1,39,3,1,66,73,74,11,81,13,74,84,28,19,0,34,15,59,72,23,27,97,88,42,61,43,11,63,89,57,35,7,62,38,38,34,58,38,45,12,26,51
66,37,68,46,72,73,9,54,89,97,41,13,28,63,22,40,83,96,93,14,52,30,6,25,79,83,91,92,56,27,2,40,62,36,90,33,4,10,3,9,22,87,47,80,25,69,46,11,1,98,22,9,30,20,67,27,37,69,34,92,51,43,80,63
65,8,73,50,62,29,2,32,13,39,25,79,65,22,32,82,88,57,0,5,66,80,14,20,78,66,92,67,23,81,89,60,66,86,82,61,91,15,92,75,66,83,73,34,94,57,92,27,57,82,64,70,90,74,35,41,46,99,12,35,83,42,65,22
1,71,1,1,70,19,82,30,92,27,81,48,21,9,74,25,17,78,50,52,25,6,22,4,50,91,27,96,6,73,69,2,90,96,26,44,36,56,24,67,89,56,91,68,52,61,35,59,78,4,71,81,30,63,42,3,73,78,87,27,78,15,30,26
81,19,62,33,41,56,23,60,19,42,5,6,47,14,95,63,57,18,72,19,10,26,83,78,94,85,24,14,98,96,56,73,14,90,40,61,43,29,65,62,0,59,97,48,91,74,44,98,78,63,3,61,82,25,5,58,55,1,37,74,76,8,67,69
56,8,10,41,48,72,97,61,86,77,14,98,34,68,88,82,51,56,36,29,23,23,73,19,77,27,69,72,31,22,58,68,0,5,33,50,99,4,47,52,76,26,43,56,55,68,31,30,12,96,28,35,84,54,95,58,14,79,0,32,7,27,85,71
26,29,60,57,96,25,7,35,20,59,23,46,0,45,98,72,96,35,27,80,57,43,95,22,37,44,59,83,39,16,35,38,7,82,50,18,20,78,38,56,35,91,86,93,22,7,46,30,64,47,81,41,30,59,9,91,64,65,68,17,3,66,82,72
39,75,3,30,93,20,6,0,94,75,16,94,92,70,52,47,39,88,2,33,40,85,99,90,32,61,46,3,64,81,9,6,3,13,67,25,1,42,95,38,4,25,41,52,50,17,90,62,46,14,76,16,28,75,8,54,58,68,73,84,71,82,13,60
47,48,9,3,6,22,10,40,62,81,83,65,37,44,7,35,67,53,11,19,77,96,71,77,21,99,73,26,48,27,51,40,8,75,5,3,43,24,92,38,29,39,67,55,53,68,5,20,89,25,51,4,71,48,62,6,85,10,78,36,40,76,61,64
56,29,4,47,67,45,78,39,17,2,92,77,34,24,99,69,52,29,81,13,8,24,24,50,36,69,60,62,8,55,77,84,86,60,42,3,11,35,98,69,85,70,45,80,90,40,51,23,68,23,26,5,13,74,25,58,81,69,34,17,64,34,45,58
24,89,12,61,72,69,39,3,38,79,97,78,0,64,11,44,69,53,91,49,41,88,84,1,45,51,15,62,40,31,99,6,97,87,67,96,94,3,3,52,50,30,63,48,29,1,23,89,35,56,49,68,38,62,65,75,11,1,95,51,98,43,5,17
7,63,42,93,66,57,74,2,58,44,46,85,79,38,67,82,49,93,3,67,3,99,7,98,11,85,45,12,45,46,16,17,92,92,3,16,70,36,32,31,21,5,55,89,18,2,51,70,31,20,38,94,27,67,66,37,35,84,63,79,26,28,79,53
12,24,44,59,48,42,11,68,19,20,16,60,19,45,51,14,38,95,99,52,46,21,66,94,51,98,29,38,23,70,17,43,71,25,25,9,43,96,17,46,47,55,76,57,47,26,16,37,14,84,53,52,72,98,40,96,94,1,9,75,46,29,70,75
20,56,22,91,40,8,72,1,73,82,87,52,0,69,79,34,62,9,56,7,76,55,21,2,60,76,94,98,50,62,30,29,49,25,73,26,20,68,76,71,99,72,65,55,49,62,91,33,28,90,54,62,18,33,87,59,18,6,60,83,26,64,67,39
73,69,76,19,20,64,71,56,18,23,27,78,74,72,78,71,72,30,68,8,54,75,45,16,13,95,53,88,40,6,60,90,1,54,21,73,8,69,36,87,64,84,50,77,38,5,9,72,51,9,19,27,23,84,32,10,33,15,52,49,44,36,96,22
78,34,30,10,65,29,32,92,69,79,4,89,32,22,43,37,3,79,53,82,93,49,75,69,98,55,89,92,5,4,19,90,0,79,9,15,4,65,30,79,17,66,99,89,29,94,32,99,92,93,81,79,2,29,59,59,5,98,86,34,24,92,92,26
2,74,55,51,72,47,70,20,29,80,66,56,57,44,32,41,12,10,77,98,21,90,65,81,25,80,96,98,58,2,85,75,74,52,81,74,99,71,45,69,31,42,95,16,82,36,19,7,32,20,5,92,48,4,30,16,3,66,35,3,43,24,67,18
4,25,80,89,0,38,24,37,75,24,24,75,98,50,28,73,65,57,6,74,90,57,71,80,86,77,18,10,15,44,23,76,51,31,91,68,96,3,92,98,28,32,93,49,17,94,27,36,36,87,32,49,6,44,2,92,22,90,2,19,85,22,20,74
89,55,25,50,58,67,60,96,72,87,13,6,84,31,62,72,86,32,53,15,39,49,40,4,40,40,1,24,18,3,79,1,33,75,9,86,91,62,5,74,27,69,81,19,10,37,21,20,33,13,89,67,0,63,72,75,47,72,87,46,6,70,85,27
92,95,36,55,69,26,77,94,42,82,92,3,36,21,21,7,35,98,64,85,40,33,81,20,42,19,12,61,22,71,18,5,36,28,13,77,27,17,21,23,8,80,9,90,52,3,17,97,20,66,2,63,47,75,75,53,27,85,87,35,53,70,48,94
72,66,88,65,25,52,91,36,25,76,61,91,25,12,70,14,69,40,34,65,54,3,45,45,28,61,38,37,64,72,86,34,86,99,93,4,40,7,69,19,73,18,89,11,98,23,2,47,96,23,2,42,16,57,52,21,74,82,20,96,18,83,76,90
97,30,2,17,35,12,78,73,21,4,71,93,41,10,50,14,90,44,76,82,38,63,67,29,59,64,5,92,60,15,40,44,20,10,87,76,88,20,31,61,72,76,4,54,42,66,63,80,28,59,99,47,65,49,34,63,0,23,29,48,61,53,11,93
93,11,59,84,75,32,26,4,38,34,92,1,92,97,69,20,26,68,33,5,95,97,28,57,16,89,1,81,26,88,19,26,28,48,36,20,83,42,34,51,76,88,58,49,1,5,41,43,52,12,84,71,85,12,61,0,52,6,11,29,50,4,58,0
42,96,49,83,67,72,26,48,45,19,76,74,80,93,41,17,78,47,46,70,75,4,91,39,48,6,9,22,21,84,9,13,95,30,99,45,52,84,6,10,61,50,94,12,38,83,92,43,29,76,84,88,42,41,31,11,78,29,78,76,18,8,13,87
62,36,54,68,0,33,22,64,49,13,33,74,7,55,53,36,40,43,51,58,68,87,64,1,61,20,29,84,47,34,89,17,33,83,41,9,31,28,57,23,94,76,34,4,64,47,35,89,1,6,71,17,88,85,37,60,23,47,72,74,69,35,69,98
52,49,21,22,24,93,23,86,92,97,16,31,47,72,67,94,60,64,76,72,5,99,86,25,5,39,40,19,37,22,47,24,34,49,44,46,76,37,58,66,55,11,72,47,33,18,51,8,55,42,48,62,20,12,90,52,90,59,61,95,22,70,90,96
80,15,70,62,34,18,88,27,66,63,73,55,93,40,45,92,38,35,87,40,4,7,77,50,35,95,39,11,43,78,18,18,45,90,44,58,56,82,17,78,38,66,82,86,79,58,51,56,71,61,47,63,41,29,91,34,66,11,19,36,29,34,20,78
86,16,24,70,9,75,52,32,9,78,26,0,48,16,48,30,83,30,1,64,91,73,7,24,91,44,89,76,64,99,99,79,34,29,73,8,4,0,71,82,7,55,74,13,42,61,55,14,30,59,40,3,38,65,40,79,30,98,83,37,86,62,63,17
25,27,41,13,85,69,97,21,15,94,7,21,0,13,51,36,74,55,51,82,35,18,73,56,97,98,10,8,48,99,48,8,45,80,8,25,39,47,35,59,53,62,90,74,68,9,23,10,71,43,49,31,74,78,87,35,15,91,89,80,99,0,33,56
63,54,59,66,86,82,72,66,27,48,74,71,3,97,85,36,86,81,57,14,85,56,12,99,80,64,72,9,14,70,64,58,5,95,27,90,23,86,59,88,71,85,59,3,28,4,94,89,78,36,25,47,15,93,93,37,53,15,15,72,27,41,84,47
26,54,88,48,96,35,57,65,25,51,33,66,53,78,14,4,37,47,3,60,73,33,85,27,18,20,61,35,15,66,49,23,5,51,29,47,42,99,20,31,11,59,43,78,3,55,28,59,33,96,41,22,23,56,81,58,9,91,24,81,34,57,95,92
74,1,21,77,38,20,92,30,76,9,56,96,74,31,76,94,36,62,41,15,2,72,63,35,64,41,89,59,8,30,14,23,31,17,80,95,89,53,57,49,13,50,90,68,62,97,40,30,89,64,0,7,70,31,65,84,84,91,97,4,43,65,44,13
1,3,32,98,45,27,52,19,93,65,46,94,60,60,21,75,71,42,25,27,74,90,77,39,59,62,21,74,66,72,25,29,23,13,11,78,51,87,67,0,53,0,43,37,28,82,85,71,62,49,78,75,89,28,40,58,72,5,12,64,18,27,18,98
77,9,96,17,45,84,15,87,90,4,35,24,41,38,81,40,85,73,86,43,30,4,66,10,43,3,15,78,84,29,36,59,71,96,32,84,45,38,45,90,51,53,71,6,80,71,69,82,45,36,30,8,73,88,27,39,59,7,29,3,48,77,5,30
54,3,78,71,87,63,93,77,41,27,28,85,4,67,23,11,38,18,22,86,84,12,10,77,66,68,34,26,12,32,83,54,97,10,79,88,69,16,42,12,69,71,67,32,63,84,7,39,25,64,86,92,56,40,65,19,7,86,76,33,1,74,63,86
84,2,68,98,66,40,3,39,44,49,80,80,93,25,25,11,99,94,80,99,36,79,64,53,41,87,53,85,86,42,20,85,18,82,2,66,61,95,79,38,46,95,66,53,13,43,76,97,32,38,46,61,46,0,79,67,40,92,7,41,28,52,25,71
48,90,32,40,34,21,66,98,20,36,53,41,34,64,58,30,81,46,85,1,50,41,69,6,86,12,49,28,35,61,77,43,18,94,99,21,99,85,43,89,39,7,32,17,94,51,4,70,17,53,4,59,82,54,18,96,54,55,83,48,4,49,32,83
58,72,52,72,70,17,63,47,1,46,16,20,75,7,94,56,65,79,16,94,98,9,47,19,39,22,56,8,64,51,14,18,43,24,20,95,26,19,69,58,12,86,16,72,58,99,90,57,99,27,52,63,24,95,69,47,4,50,38,93,96,66,14,63
75,8,62,3,28,82,93,86,80,21,5,48,58,86,15,44,80,43,15,9,0,15,4,57,84,43,4,14,80,37,48,10,0,32,53,8,51,39,22,34,37,56,35,39,27,37,45,93,87,42,87,30,89,85,29,52,89,16,13,63,43,65,58,63
21,65,65,57,56,7,75,17,35,85,97,92,23,35,94,56,9,91,9,59,24,47,23,52,16,26,77,72,78,48,16,9,95,77,72,85,60,7,38,80,51,92,24,19,79,14,46,59,24,37,4,30,7,20,85,78,29,29,64,19,1,81,49,65
7,78,49,5,39,52,23,29,14,32,95,30,28,31,36,21,29,70,19,87,32,53,17,89,6,66,70,6,62,1,45,55,96,35,3,20,99,79,3,33,33,15,80,31,51,43,36,72,64,68,40,9,90,41,49,21,50,60,5,49,43,77,41,72
6,58,76,26,11,20,69,55,60,83,53,38,9,38,62,78,41,30,75,84,84,79,47,91,69,16,0,9,70,83,34,7,37,14,41,97,51,93,86,96,49,52,46,23,84,61,39,62,88,37,86,67,27,75,97,42,93,82,30,10,54,97,73,77
33,6,49,61,75,4,85,76,71,16,53,36,57,57,38,32,64,49,44,59,51,36,73,75,48,41,82,69,31,3,68,84,32,96,88,79,59,41,41,58,52,83,23,70,12,94,84,32,43,57,7,79,97,39,63,7,65,21,84,73,30,93,40,49
53,57,7,36,23,51,7,61,98,89,98,0,56,52,35,93,49,74,70,64,56,63,8,94,6,33,16,76,52,60,52,52,5,7,87,28,50,81,93,70,4,76,58,7,46,42,58,76,34,85,98,29,35,92,48,34,30,45,42,64,18,24,57,92
54,5,95,57,46,47,36,32,20,4,28,78,18,2,76,44,98,40,37,81,6,99,52,6,35,68,77,84,94,31,31,24,59,27,98,7,39,3,1,89,70,91,65,41,34,79,48,87,15,52,79,38,82,66,61,67,59,9,42,79,28,34,45,24
68,78,3,22,83,31,9,24,91,11,15,14,84,14,50,31,18,28,79,91,10,86,35,1,65,88,14,47,56,83,81,55,54,80,24,87,24,95,18,86,29,30,23,59,68,13,68,99,94,52,65,96,64,11,80,67,87,90,88,33,43,73,40,89
